<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.08.17	04:00:00	1.12795	1.12898	1.12650	1.12666	10564	13819588000	7
2016.08.17	08:00:00	1.12666	1.12764	1.12548	1.12564	24717	31780543000	7
2016.08.17	12:00:00	1.12563	1.12792	1.12537	1.12715	21999	28251121000	7
2016.08.17	16:00:00	1.12713	1.12781	1.12589	1.12721	26105	32015477000	7
2016.08.17	20:00:00	1.12721	1.13155	1.12403	1.12874	22435	27366481000	7
2016.08.18	00:00:00	1.12837	1.13132	1.12837	1.12976	11073	12819987000	0
2016.08.18	04:00:00	1.12977	1.13284	1.12948	1.13039	16680	20888424000	7
2016.08.18	08:00:00	1.13040	1.13316	1.13020	1.13254	26086	30730648000	7
2016.08.18	12:00:00	1.13255	1.13381	1.13049	1.13115	29857	38318870000	7
2016.08.18	16:00:00	1.13115	1.13395	1.13056	1.13290	25238	34590795000	7
2016.08.18	20:00:00	1.13291	1.13661	1.13289	1.13536	12816	15650768000	7
2016.08.19	00:00:00	1.13521	1.13591	1.13377	1.13411	12047	12381813000	0
2016.08.19	04:00:00	1.13411	1.13442	1.13272	1.13366	12753	17562780000	7
2016.08.19	08:00:00	1.13367	1.13485	1.13037	1.13165	22423	27969715000	7
2016.08.19	12:00:00	1.13165	1.13297	1.13065	1.13208	25887	30106666000	7
2016.08.19	16:00:00	1.13209	1.13328	1.13132	1.13193	27531	34009733000	7
2016.08.19	20:00:00	1.13192	1.13307	1.13119	1.13237	9458	13172384000	7
2016.08.22	00:00:00	1.13087	1.13220	1.12851	1.12891	14885	15065873000	0
2016.08.22	04:00:00	1.12893	1.12973	1.12707	1.12811	12472	16427758000	7
2016.08.22	08:00:00	1.12811	1.12972	1.12717	1.12971	21774	26888778000	7
2016.08.22	12:00:00	1.12972	1.13106	1.12906	1.13040	22908	31622073000	7
2016.08.22	16:00:00	1.13040	1.13302	1.13040	1.13192	25903	35807517000	7
2016.08.22	20:00:00	1.13192	1.13261	1.13158	1.13190	7350	9967512000	7
2016.08.23	00:00:00	1.13180	1.13337	1.13146	1.13258	9036	9988739000	7
2016.08.23	04:00:00	1.13259	1.13384	1.13215	1.13379	10269	13997880000	7
2016.08.23	08:00:00	1.13379	1.13548	1.13280	1.13314	23240	29332254000	7
2016.08.23	12:00:00	1.13314	1.13482	1.13216	1.13382	22328	29741350000	7
2016.08.23	16:00:00	1.13384	1.13390	1.13049	1.13176	26628	34449393000	7
2016.08.23	20:00:00	1.13176	1.13221	1.13028	1.13041	9436	12562896000	7
2016.08.24	00:00:00	1.13039	1.13071	1.12960	1.12983	7489	8645005000	7
2016.08.24	04:00:00	1.12982	1.13111	1.12930	1.12949	11266	14789288000	7
2016.08.24	08:00:00	1.12949	1.13052	1.12869	1.12941	24074	29735163000	7
2016.08.24	12:00:00	1.12942	1.12942	1.12534	1.12597	28222	35950659000	7
2016.08.24	16:00:00	1.12597	1.12704	1.12448	1.12682	28473	34817538000	7
2016.08.24	20:00:00	1.12683	1.12693	1.12599	1.12628	9718	11166819000	7
2016.08.25	00:00:00	1.12625	1.12749	1.12588	1.12739	7324	7192748000	0
2016.08.25	04:00:00	1.12740	1.12758	1.12663	1.12696	7877	10603661000	7
2016.08.25	08:00:00	1.12696	1.12909	1.12648	1.12840	16913	18870941000	7
2016.08.25	12:00:00	1.12839	1.12970	1.12768	1.12939	21587	21235000000	7
2016.08.25	16:00:00	1.12939	1.12960	1.12708	1.12775	21624	24403094000	7
2016.08.25	20:00:00	1.12775	1.12865	1.12749	1.12833	7426	8309616000	7
2016.08.26	00:00:00	1.12783	1.12936	1.12774	1.12918	7775	8075837000	7
2016.08.26	04:00:00	1.12919	1.12922	1.12856	1.12878	6060	8119762000	7
2016.08.26	08:00:00	1.12878	1.13074	1.12826	1.12867	16692	19381629000	7
2016.08.26	12:00:00	1.12866	1.13097	1.12835	1.12991	20084	24759700000	7
2016.08.26	16:00:00	1.12991	1.13406	1.12142	1.12344	51933	61633410000	7
2016.08.26	20:00:00	1.12342	1.12342	1.11806	1.11856	20437	22502312000	7
2016.08.29	00:00:00	1.11823	1.12004	1.11788	1.11937	10126	9304261000	7
2016.08.29	04:00:00	1.11936	1.12062	1.11902	1.12020	10791	13296135000	7
2016.08.29	08:00:00	1.12022	1.12074	1.11717	1.11858	19940	21850843000	7
2016.08.29	12:00:00	1.11858	1.11916	1.11619	1.11657	19754	20006527000	7
2016.08.29	16:00:00	1.11656	1.11827	1.11575	1.11752	24190	25922601000	7
2016.08.29	20:00:00	1.11752	1.11924	1.11722	1.11889	10187	9642535000	7
2016.08.30	00:00:00	1.11873	1.11920	1.11781	1.11848	8250	8286384000	0
2016.08.30	04:00:00	1.11848	1.11853	1.11676	1.11710	9534	12306426000	7
2016.08.30	08:00:00	1.11710	1.11751	1.11549	1.11686	17150	18159656000	7
2016.08.30	12:00:00	1.11688	1.11770	1.11529	1.11586	23566	27816717000	7
2016.08.30	16:00:00	1.11586	1.11651	1.11357	1.11504	28042	30950520000	7
2016.08.30	20:00:00	1.11504	1.11522	1.11317	1.11418	9631	9929615000	7
2016.08.31	00:00:00	1.11400	1.11510	1.11360	1.11404	8063	8344971000	0
2016.08.31	04:00:00	1.11404	1.11617	1.11399	1.11563	10251	11920818000	7
2016.08.31	08:00:00	1.11565	1.11581	1.11292	1.11424	21856	24608554000	7
2016.08.31	12:00:00	1.11424	1.11491	1.11227	1.11319	22517	27892100000	7
2016.08.31	16:00:00	1.11318	1.11650	1.11267	1.11575	30277	33013297000	7
2016.08.31	20:00:00	1.11575	1.11597	1.11482	1.11571	10086	10844457000	7
2016.09.01	00:00:00	1.11562	1.11615	1.11518	1.11535	7732	7023077000	0
2016.09.01	04:00:00	1.11532	1.11657	1.11522	1.11528	9280	10870918000	7
2016.09.01	08:00:00	1.11529	1.11538	1.11272	1.11496	21572	23507832000	7
2016.09.01	12:00:00	1.11496	1.11551	1.11344	1.11404	24940	29873418000	7
2016.09.01	16:00:00	1.11405	1.12009	1.11298	1.11973	33107	35364753000	7
2016.09.01	20:00:00	1.11973	1.12048	1.11905	1.11957	9263	9125552000	7
2016.09.02	00:00:00	1.11927	1.12021	1.11916	1.12006	8167	8095095000	0
2016.09.02	04:00:00	1.12006	1.12077	1.11942	1.12004	8080	9343210000	7
2016.09.02	08:00:00	1.12004	1.12019	1.11783	1.11826	21367	25786543000	7
2016.09.02	12:00:00	1.11826	1.12518	1.11551	1.12076	32232	36620866000	7
2016.09.02	16:00:00	1.12077	1.12193	1.11501	1.11624	39733	38714617000	7
2016.09.02	20:00:00	1.11629	1.11650	1.11449	1.11449	10143	9759429000	7
2016.09.05	00:00:00	1.11564	1.11655	1.11519	1.11574	8464	9026171000	0
2016.09.05	04:00:00	1.11573	1.11742	1.11557	1.11742	9827	10440896000	7
2016.09.05	08:00:00	1.11741	1.11819	1.11653	1.11675	18463	20418022000	7
2016.09.05	12:00:00	1.11675	1.11717	1.11530	1.11543	20928	20593116000	7
2016.09.05	16:00:00	1.11543	1.11547	1.11393	1.11524	17243	18492397000	7
2016.09.05	20:00:00	1.11527	1.11533	1.11456	1.11458	6761	6520600000	7
2016.09.06	00:00:00	1.11456	1.11519	1.11416	1.11443	6681	6022218000	7
2016.09.06	04:00:00	1.11440	1.11573	1.11404	1.11462	10179	11936583000	7
2016.09.06	08:00:00	1.11462	1.11689	1.11446	1.11632	19876	19963664000	7
2016.09.06	12:00:00	1.11632	1.11689	1.11541	1.11589	21822	20795645000	7
2016.09.06	16:00:00	1.11590	1.12556	1.11577	1.12402	38580	40980789000	7
2016.09.06	20:00:00	1.12403	1.12627	1.12403	1.12555	13524	12053510000	7
2016.09.07	00:00:00	1.12516	1.12554	1.12427	1.12430	12966	11890679000	0
2016.09.07	04:00:00	1.12430	1.12575	1.12328	1.12516	11765	13973378000	7
2016.09.07	08:00:00	1.12516	1.12650	1.12355	1.12392	21686	22966910000	7
2016.09.07	12:00:00	1.12392	1.12513	1.12283	1.12447	23681	21890937000	7
2016.09.07	16:00:00	1.12446	1.12706	1.12290	1.12318	30822	32431750000	7
2016.09.07	20:00:00	1.12319	1.12446	1.12311	1.12385	8680	10008220000	7
2016.09.08	00:00:00	1.12384	1.12508	1.12340	1.12478	7283	7399665000	7
2016.09.08	04:00:00	1.12478	1.12572	1.12450	1.12482	11036	13372835000	7
2016.09.08	08:00:00	1.12483	1.12788	1.12448	1.12722	19417	22109390000	7
2016.09.08	12:00:00	1.12720	1.13266	1.12681	1.13064	35008	36047088000	7
2016.09.08	16:00:00	1.13064	1.13254	1.12403	1.12446	43381	41169062000	7
2016.09.08	20:00:00	1.12445	1.12611	1.12411	1.12607	11318	10500576000	7
2016.09.09	00:00:00	1.12596	1.12735	1.12573	1.12672	8380	7554879000	0
2016.09.09	04:00:00	1.12673	1.12830	1.12652	1.12768	10315	13456996000	7
2016.09.09	08:00:00	1.12767	1.12849	1.12632	1.12698	19549	22573860000	7
2016.09.09	12:00:00	1.12698	1.12764	1.12333	1.12333	31424	33736678000	7
2016.09.09	16:00:00	1.12333	1.12363	1.11981	1.12145	38136	40207778000	7
2016.09.09	20:00:00	1.12145	1.12351	1.12103	1.12235	13669	11577980000	7
2016.09.12	00:00:00	1.12304	1.12490	1.12280	1.12482	8586	7174730000	7
2016.09.12	04:00:00	1.12482	1.12502	1.12348	1.12411	8285	9806181000	7
2016.09.12	08:00:00	1.12411	1.12635	1.12354	1.12392	21042	23419728000	7
2016.09.12	12:00:00	1.12393	1.12423	1.12100	1.12248	30338	35355425000	7
2016.09.12	16:00:00	1.12248	1.12466	1.12131	1.12352	34381	36546135000	7
2016.09.12	20:00:00	1.12351	1.12680	1.12179	1.12349	24154	22823085000	7
2016.09.13	00:00:00	1.12331	1.12416	1.12250	1.12293	8450	6489608000	0
2016.09.13	04:00:00	1.12293	1.12383	1.12265	1.12332	10460	13656038000	7
2016.09.13	08:00:00	1.12333	1.12393	1.12165	1.12321	21116	24304762000	7
2016.09.13	12:00:00	1.12320	1.12545	1.12192	1.12343	27995	35378305000	7
2016.09.13	16:00:00	1.12345	1.12601	1.12232	1.12345	35049	43640774000	7
2016.09.13	20:00:00	1.12345	1.12349	1.12036	1.12182	21463	27900755000	7
2016.09.14	00:00:00	1.12180	1.12215	1.12097	1.12179	8424	9185467000	0
2016.09.14	04:00:00	1.12182	1.12265	1.12133	1.12253	9410	11524122000	7
2016.09.14	08:00:00	1.12253	1.12410	1.12140	1.12238	21360	25589690000	7
2016.09.14	12:00:00	1.12239	1.12359	1.12177	1.12203	26090	33847671000	7
2016.09.14	16:00:00	1.12204	1.12737	1.12156	1.12538	35507	44059125000	7
2016.09.14	20:00:00	1.12541	1.12604	1.12421	1.12495	15739	20892386000	7
2016.09.15	00:00:00	1.12488	1.12498	1.12420	1.12427	8923	8375635000	0
2016.09.15	04:00:00	1.12428	1.12492	1.12389	1.12424	10948	14394622000	7
2016.09.15	08:00:00	1.12424	1.12531	1.12187	1.12333	21479	26419410000	7
2016.09.15	12:00:00	1.12334	1.12833	1.12300	1.12463	31306	35768668000	7
2016.09.15	16:00:00	1.12464	1.12585	1.12252	1.12416	37731	42613296000	7
2016.09.15	20:00:00	1.12420	1.12525	1.12391	1.12435	13283	13313131000	7
2016.09.16	00:00:00	1.12422	1.12497	1.12396	1.12398	8032	6977562000	0
2016.09.16	04:00:00	1.12398	1.12442	1.12356	1.12386	9984	10973180000	7
2016.09.16	08:00:00	1.12386	1.12427	1.12294	1.12324	19025	22400316000	7
2016.09.16	12:00:00	1.12324	1.12340	1.11813	1.11843	30791	35761505000	7
2016.09.16	16:00:00	1.11843	1.11872	1.11512	1.11622	36063	42846645000	7
2016.09.16	20:00:00	1.11622	1.11646	1.11492	1.11535	15539	19374022000	7
2016.09.19	00:00:00	1.11531	1.11602	1.11509	1.11564	10770	12410658000	0
2016.09.19	04:00:00	1.11564	1.11724	1.11563	1.11669	9558	10755795000	7
2016.09.19	08:00:00	1.11669	1.11729	1.11505	1.11638	20815	22312682000	7
2016.09.19	12:00:00	1.11639	1.11713	1.11582	1.11701	21449	24170995000	7
2016.09.19	16:00:00	1.11701	1.11975	1.11658	1.11766	25609	27992765000	7
2016.09.19	20:00:00	1.11765	1.11808	1.11711	1.11731	10938	11209208000	7
2016.09.20	00:00:00	1.11729	1.11797	1.11697	1.11717	10209	10565342000	0
2016.09.20	04:00:00	1.11715	1.11788	1.11684	1.11734	10321	13022413000	7
2016.09.20	08:00:00	1.11734	1.12131	1.11698	1.11878	23287	27712055000	7
2016.09.20	12:00:00	1.11879	1.11899	1.11740	1.11774	28783	38506596000	7
2016.09.20	16:00:00	1.11774	1.11850	1.11630	1.11640	28355	36588316000	7
2016.09.20	20:00:00	1.11640	1.11697	1.11495	1.11501	12824	14981415000	7
2016.09.21	00:00:00	1.11486	1.11561	1.11469	1.11528	8749	9637159000	0
2016.09.21	04:00:00	1.11528	1.11562	1.11244	1.11302	17353	18794267000	7
2016.09.21	08:00:00	1.11302	1.11584	1.11228	1.11483	27243	31235603000	7
2016.09.21	12:00:00	1.11483	1.11536	1.11388	1.11481	23899	24208544000	7
2016.09.21	16:00:00	1.11481	1.11676	1.11332	1.11588	23941	24302234000	7
2016.09.21	20:00:00	1.11587	1.11962	1.11350	1.11878	33666	34405648000	7
2016.09.22	00:00:00	1.11865	1.12013	1.11860	1.11977	9233	7988277000	0
2016.09.22	04:00:00	1.11978	1.12004	1.11844	1.12003	9591	11539156000	7
2016.09.22	08:00:00	1.12004	1.12474	1.11983	1.12361	23961	22040662000	7
2016.09.22	12:00:00	1.12368	1.12496	1.12272	1.12460	23755	22651522000	7
2016.09.22	16:00:00	1.12460	1.12569	1.12212	1.12271	29865	34104471000	7
2016.09.22	20:00:00	1.12274	1.12286	1.11991	1.12068	14517	14941710000	7
2016.09.23	00:00:00	1.12068	1.12117	1.11997	1.12060	10201	10005387000	0
2016.09.23	04:00:00	1.12060	1.12098	1.11935	1.11971	12844	14877645000	7
2016.09.23	08:00:00	1.11971	1.12183	1.11950	1.12027	21834	23525207000	7
2016.09.23	12:00:00	1.12025	1.12286	1.12024	1.12172	22440	22934628000	7
2016.09.23	16:00:00	1.12173	1.12334	1.12009	1.12312	27565	26553717000	7
2016.09.23	20:00:00	1.12311	1.12403	1.12149	1.12149	10466	9537451000	7
2016.09.26	00:00:00	1.12290	1.12408	1.12215	1.12316	5547	8672195000	0
2016.09.26	04:00:00	1.12317	1.12364	1.12241	1.12274	7937	19927812000	17
2016.09.26	08:00:00	1.12274	1.12432	1.12204	1.12397	19532	30104579000	7
2016.09.26	12:00:00	1.12397	1.12697	1.12347	1.12630	24235	27709481000	7
2016.09.26	16:00:00	1.12629	1.12788	1.12477	1.12526	32980	34526769000	7
2016.09.26	20:00:00	1.12527	1.12612	1.12511	1.12524	10595	9696397000	7
2016.09.27	00:00:00	1.12533	1.12534	1.12381	1.12445	8071	8134088000	0
2016.09.27	04:00:00	1.12446	1.12504	1.12401	1.12441	13582	14901995000	7
2016.09.27	08:00:00	1.12442	1.12586	1.12346	1.12400	24070	26437959000	7
2016.09.27	12:00:00	1.12400	1.12501	1.11978	1.12055	29502	33457022000	7
2016.09.27	16:00:00	1.12055	1.12205	1.11906	1.12185	32029	34475939000	7
2016.09.27	20:00:00	1.12183	1.12257	1.12101	1.12137	11754	10666935000	7
2016.09.28	00:00:00	1.12152	1.12192	1.12083	1.12101	11665	11988620000	0
2016.09.28	04:00:00	1.12101	1.12138	1.12022	1.12123	11067	12775269000	7
2016.09.28	08:00:00	1.12122	1.12183	1.11814	1.12145	22945	23408907000	7
2016.09.28	12:00:00	1.12145	1.12365	1.12052	1.12268	26749	26171070000	7
2016.09.28	16:00:00	1.12267	1.12296	1.11868	1.12090	32273	31435842000	7
2016.09.28	20:00:00	1.12089	1.12204	1.12037	1.12163	16553	14899533000	7
2016.09.29	00:00:00	1.12160	1.12325	1.12136	1.12290	8597	8037788000	0
2016.09.29	04:00:00	1.12288	1.12354	1.12216	1.12286	12560	14480131000	7
2016.09.29	08:00:00	1.12286	1.12308	1.12124	1.12140	22203	24427854000	7
2016.09.29	12:00:00	1.12140	1.12250	1.12020	1.12024	25514	27990741000	7
2016.09.29	16:00:00	1.12024	1.12496	1.11965	1.12227	35982	39846741000	7
2016.09.29	20:00:00	1.12227	1.12254	1.12037	1.12210	22705	26974679000	7
2016.09.30	00:00:00	1.12212	1.12236	1.12041	1.12052	12559	12671297000	0
2016.09.30	04:00:00	1.12052	1.12210	1.12052	1.12189	16036	19907212000	7
2016.09.30	08:00:00	1.12188	1.12267	1.11676	1.11825	33807	38035089000	7
2016.09.30	12:00:00	1.11829	1.11850	1.11531	1.11758	34206	32419671000	7
2016.09.30	16:00:00	1.11758	1.12503	1.11693	1.12271	46209	56378160000	7
2016.09.30	20:00:00	1.12271	1.12441	1.12250	1.12399	16615	18079869000	7
2016.10.03	00:00:00	1.12262	1.12439	1.12233	1.12302	12189	11831586000	7
2016.10.03	04:00:00	1.12302	1.12407	1.12262	1.12337	10560	14465843000	7
2016.10.03	08:00:00	1.12337	1.12403	1.12205	1.12331	21232	23818386000	7
2016.10.03	12:00:00	1.12331	1.12412	1.12258	1.12323	20892	25608861000	7
2016.10.03	16:00:00	1.12323	1.12342	1.12049	1.12173	27651	34032010000	7
2016.10.03	20:00:00	1.12173	1.12195	1.12095	1.12096	10812	13271092000	7
2016.10.04	00:00:00	1.12101	1.12160	1.12047	1.12059	10306	11284274000	0
2016.10.04	04:00:00	1.12059	1.12100	1.11956	1.11974	14654	18671188000	7
2016.10.04	08:00:00	1.11974	1.11989	1.11648	1.11715	24945	31125891000	7
2016.10.04	12:00:00	1.11713	1.11747	1.11500	1.11652	28678	35711695000	7
2016.10.04	16:00:00	1.11654	1.12384	1.11376	1.11932	48045	57889130000	7
2016.10.04	20:00:00	1.11933	1.12109	1.11881	1.12042	19717	23818668000	7
2016.10.05	00:00:00	1.12015	1.12139	1.11995	1.12100	9240	10326291000	0
2016.10.05	04:00:00	1.12100	1.12281	1.12082	1.12171	13840	18940831000	7
2016.10.05	08:00:00	1.12171	1.12280	1.12091	1.12280	26703	30794446000	7
2016.10.05	12:00:00	1.12280	1.12330	1.12026	1.12095	29195	33193037000	7
2016.10.05	16:00:00	1.12097	1.12184	1.11894	1.12054	34559	40236063000	7
2016.10.05	20:00:00	1.12054	1.12198	1.12018	1.12031	13927	16372076000	7
2016.10.06	00:00:00	1.12030	1.12121	1.12009	1.12020	9813	9470587000	7
2016.10.06	04:00:00	1.12020	1.12063	1.11970	1.11971	12047	18769746000	7
2016.10.06	08:00:00	1.11971	1.12091	1.11839	1.11901	24824	31910577000	7
2016.10.06	12:00:00	1.11901	1.11916	1.11757	1.11794	30591	37745201000	7
2016.10.06	16:00:00	1.11795	1.11861	1.11465	1.11608	36511	45336904000	7
2016.10.06	20:00:00	1.11605	1.11636	1.11395	1.11493	13683	15751813000	7
2016.10.07	00:00:00	1.11481	1.11520	1.11248	1.11315	23639	24286356000	0
2016.10.07	04:00:00	1.11315	1.11353	1.11099	1.11169	21948	27038313000	7
2016.10.07	08:00:00	1.11169	1.11318	1.11040	1.11285	27733	32760516000	7
2016.10.07	12:00:00	1.11285	1.11790	1.11165	1.11709	43872	45329415000	7
2016.10.07	16:00:00	1.11708	1.12048	1.11466	1.11670	52822	60086661000	7
2016.10.07	20:00:00	1.11671	1.12017	1.11633	1.11931	17732	18503649000	7
2016.10.10	00:00:00	1.11810	1.12028	1.11785	1.11993	15436	15362876000	0
2016.10.10	04:00:00	1.11992	1.11997	1.11856	1.11909	13319	18001424000	7
2016.10.10	08:00:00	1.11909	1.11921	1.11682	1.11809	21192	26218748000	7
2016.10.10	12:00:00	1.11807	1.11807	1.11499	1.11516	22927	32707272000	7
2016.10.10	16:00:00	1.11516	1.11641	1.11417	1.11432	25136	30194367000	7
2016.10.10	20:00:00	1.11432	1.11436	1.11309	1.11390	11948	14770178000	7
2016.10.11	00:00:00	1.11346	1.11419	1.11299	1.11313	10105	10729686000	0
2016.10.11	04:00:00	1.11314	1.11373	1.11192	1.11335	16666	22435725000	7
2016.10.11	08:00:00	1.11335	1.11346	1.11057	1.11113	27688	35289654000	7
2016.10.11	12:00:00	1.11112	1.11161	1.10713	1.10882	31657	38547768000	7
2016.10.11	16:00:00	1.10883	1.10983	1.10537	1.10689	39402	43310373000	7
2016.10.11	20:00:00	1.10687	1.10692	1.10486	1.10530	22097	25491670000	7
2016.10.12	00:00:00	1.10530	1.10673	1.10410	1.10439	15809	16297514000	0
2016.10.12	04:00:00	1.10439	1.10567	1.10439	1.10481	16448	19609406000	7
2016.10.12	08:00:00	1.10481	1.10607	1.10164	1.10241	32242	39579540000	7
2016.10.12	12:00:00	1.10242	1.10288	1.10094	1.10212	28439	27972167000	7
2016.10.12	16:00:00	1.10213	1.10447	1.10041	1.10296	35929	36079194000	7
2016.10.12	20:00:00	1.10295	1.10471	1.10046	1.10046	23184	22798209000	7
2016.10.13	00:00:00	1.10063	1.10178	1.10025	1.10027	9656	8563507000	0
2016.10.13	04:00:00	1.10027	1.10373	1.10012	1.10141	19809	20180164000	7
2016.10.13	08:00:00	1.10142	1.10242	1.09851	1.09952	31183	31178476000	7
2016.10.13	12:00:00	1.09952	1.10398	1.09932	1.10224	30029	29601001000	7
2016.10.13	16:00:00	1.10397	1.10466	1.10256	1.10400	15808	15256312000	7
2016.10.13	20:00:00	1.10397	1.10573	1.10397	1.10547	14689	14492220000	7
2016.10.14	00:00:00	1.10543	1.10582	1.10408	1.10461	9206	8735785000	0
2016.10.14	04:00:00	1.10462	1.10562	1.10237	1.10282	14723	17166600000	7
2016.10.14	08:00:00	1.10283	1.10285	1.10039	1.10225	23211	23853846000	7
2016.10.14	12:00:00	1.10224	1.10229	1.09951	1.10098	30455	30180437000	7
2016.10.14	16:00:00	1.10098	1.10273	1.09816	1.09947	34945	34571302000	7
2016.10.14	20:00:00	1.09948	1.10138	1.09699	1.09711	20547	20873597000	7
2016.10.17	00:00:00	1.09689	1.09726	1.09635	1.09667	9478	8103002000	0
2016.10.17	04:00:00	1.09668	1.09857	1.09667	1.09855	13184	14864656000	7
2016.10.17	08:00:00	1.09854	1.09940	1.09715	1.09887	23557	22906200000	7
2016.10.17	12:00:00	1.09887	1.10045	1.09847	1.10041	24967	24846054000	7
2016.10.17	16:00:00	1.10041	1.10076	1.09891	1.10004	26604	25598224000	7
2016.10.17	20:00:00	1.10004	1.10066	1.09947	1.09985	12023	11334615000	7
2016.10.18	00:00:00	1.09994	1.10189	1.09946	1.10158	9371	8573945000	0
2016.10.18	04:00:00	1.10159	1.10262	1.10147	1.10158	10682	11597268000	7
2016.10.18	08:00:00	1.10158	1.10241	1.10043	1.10169	19720	18063122000	7
2016.10.18	12:00:00	1.10169	1.10213	1.09807	1.09808	28243	28120764000	7
2016.10.18	16:00:00	1.09807	1.09973	1.09697	1.09901	29997	28752959000	7
2016.10.18	20:00:00	1.09901	1.09957	1.09767	1.09794	10867	10601380000	7
2016.10.19	00:00:00	1.09783	1.09916	1.09731	1.09911	6976	6619967000	0
2016.10.19	04:00:00	1.09912	1.09994	1.09795	1.09797	12089	13216688000	7
2016.10.19	08:00:00	1.09797	1.10044	1.09735	1.09973	21865	22638153000	7
2016.10.19	12:00:00	1.09972	1.10028	1.09607	1.09674	24765	23982651000	7
2016.10.19	16:00:00	1.09674	1.09742	1.09547	1.09674	33869	31851416000	7
2016.10.19	20:00:00	1.09674	1.09741	1.09601	1.09735	11485	10179292000	7
2016.10.20	00:00:00	1.09720	1.09800	1.09660	1.09690	8430	5975340000	0
2016.10.20	04:00:00	1.09691	1.09793	1.09613	1.09623	10258	10785876000	7
2016.10.20	08:00:00	1.09623	1.09788	1.09519	1.09719	20160	18662744000	7
2016.10.20	12:00:00	1.09719	1.10388	1.09609	1.09772	30365	28832982000	7
2016.10.20	16:00:00	1.09772	1.09820	1.09154	1.09442	37535	33947843000	7
2016.10.20	20:00:00	1.09441	1.09454	1.09231	1.09285	13239	11445792000	7
2016.10.21	00:00:00	1.09281	1.09293	1.09191	1.09196	6078	4631930000	0
2016.10.21	04:00:00	1.09197	1.09222	1.08956	1.09026	11239	11906028000	7
2016.10.21	08:00:00	1.09026	1.09117	1.08774	1.08804	22667	21038349000	7
2016.10.21	12:00:00	1.08803	1.09037	1.08712	1.08723	25273	21049315000	7
2016.10.21	16:00:00	1.08724	1.08825	1.08590	1.08740	29414	27047322000	7
2016.10.21	20:00:00	1.08739	1.08886	1.08594	1.08736	12808	11299603000	7
2016.10.24	00:00:00	1.08801	1.08840	1.08734	1.08746	8548	7769467000	0
2016.10.24	04:00:00	1.08746	1.08753	1.08592	1.08662	10600	11776307000	7
2016.10.24	08:00:00	1.08663	1.08926	1.08641	1.08910	20041	18294501000	7
2016.10.24	12:00:00	1.08910	1.08993	1.08848	1.08902	20522	17537450000	7
2016.10.24	16:00:00	1.08902	1.08960	1.08750	1.08779	24856	23579860000	7
2016.10.24	20:00:00	1.08779	1.08822	1.08693	1.08812	11397	10529961000	7
2016.10.25	00:00:00	1.08800	1.08810	1.08676	1.08713	8106	6306808000	7
2016.10.25	04:00:00	1.08711	1.08814	1.08690	1.08791	10913	11767087000	7
